Case_ID,Attack_Type,Country,Region,Location,Victim_Name,Injury,Fatal,original order,Ages,Dates,Days,Months,Years,Sex_U,Sex_M,Activities,Species_Shark,long_shark
1962.06.25,Invalid,United States,Florida,"Fernandina Beach, Nassau County",male,FATAL,Y,2426.0,27,25-06-1962,25.0,6.0,1962.0,M,M,other,Unknown,Unknown
1962.06.21,Boat,South Africa,Western Cape Province,"Millers Point, False Bay","2.4 m rowboat, occupants: Edgar Brown, Jerry Welz & Cornelius  Stakenburg","No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N,2425.0,27,21-06-1962,21.0,6.0,1962.0,Unknown,M,other,Unknown,2.7
1962.06.17,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",Barry Bryan Reed,"8"" laceration on left calf",N,2424.0,11,17-06-1962,17.0,6.0,1962.0,M,M,other,Shark,1.8
1962.06.11.b,Unprovoked,United States,California,San Francisco Bay,Clarence Anglin,2 toes bitten off ,N,2423.0,31,11-06-1962,11.0,6.0,1962.0,M,M,other,Unknown,Unknown
1962.06.11.b,Unprovoked,United States,California,San Francisco Bay,John William Anglin ,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,2422.0,32,11-06-1962,11.0,6.0,1962.0,M,M,other,Unknown,Unknown
1962.06.11.a,Unprovoked,United States,California,San Francisco Bay,Frank Lee Morris,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,2421.0,35,11-06-1962,11.0,6.0,1962.0,M,M,other,Unknown,Unknown
1962.06.10.b,Unprovoked,Papua New Guinea,Madang Province,"Mouth of Suareng River, a mile from Taludig","boy from Aitape, West Sepik","FATAL, chest & leg bitten ",Y,2420.0,10,10-06-1962,10.0,6.0,1962.0,M,M,other,Possibly A Bronze Whaler Shark,Unknown
1962.06.10.a,Unprovoked,United States,South Carolina,"Hilton Head, Beaufort County",Frank Glenn,Thigh bitten,N,2419.0,13,10-06-1962,10.0,6.0,1962.0,M,M,standing/wading,Unknown,Unknown
1962.06.07,Boat,Australia,Western Australia,Emu Point,"10' rowboat, occupant: John Stephensen","No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",N,2418.0,27,07-06-1962,7.0,6.0,1962.0,Unknown,M,fishing,Unknown,Unknown
1962.06.04,Provoked,United States,California,"12' tank at Steinhart Aquarium, San Francisco","Norval J. ""Tom"" Green",Right forearm bitten PROVOKED INCIDENT,N,2417.0,55,04-06-1962,4.0,6.0,1962.0,M,M,other,Sevengill  Shark,1.2
1962.06.03,Unprovoked,United States,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",Paul Dammann,Left foot bitten,N,2416.0,31,03-06-1962,3.0,6.0,1962.0,M,M,diving,Unknown,Unknown
1962.05.29,Unprovoked,United States,Florida,"Jupiter, Palm Beach County",boy,Bitten on leg or ankle,N,2415.0,17,29-05-1962,29.0,5.0,1962.0,M,M,unknown,Unknown,Unknown
1962.05.12,Sea Disaster,United States,California,"8 miles off Newport Beach, Orange County",,Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.,Y,2414.0,27,12-05-1962,12.0,5.0,1962.0,Unknown,M,other,Unknown,Unknown
1962.05.00.R,Boat,Fiji,Viti Levu,Near Suva,17' fishing boat; occupants 2 men,"No injury, sharks rammed boat and bit outboard motor",N,2413.0,27,01-05-1962,1.0,5.0,1962.0,Unknown,M,fishing,Unknown,Unknown
1962.04.20,Provoked,Australia,Queensland,Nobbys Beach,"surf boat, occupants: Ray Sturdy and 4 other fishermen","No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",N,2412.0,27,20-04-1962,20.0,4.0,1962.0,Unknown,M,fishing,Bronze Whaler Shark,3.7
1962.04.09,Unprovoked,Mozambique,Gaza,Xai Xai,Brian Lawrence Martin,"Leg bitten, surgically amputated at knee",N,2411.0,16,09-04-1962,9.0,4.0,1962.0,M,M,swimming,Unknown,Unknown
1962.04.07,Unprovoked,South Africa,KwaZulu-Natal,Umhlali,John Blane,Left ankle & foot bitten,N,2410.0,13,07-04-1962,7.0,4.0,1962.0,M,M,standing/wading,Zambesi Shark,1.2
1962.04.05,Provoked,South Africa,Eastern Cape Province,East London,"4.8 m skiboat, occupants: C. Cockroft & 3 men",Hooked shark bit boat PROVOKED INCIDENT,N,2409.0,27,05-04-1962,5.0,4.0,1962.0,Unknown,M,fishing,Shark,4.9
1962.03.25.b,Provoked,New Zealand,"Off the Coromandel Peninsula, North Island",Alderman Islands,W.T. Luxton,Left foot bitten by hooked shark PROVOKED INCIDENT,N,2408.0,27,25-03-1962,25.0,3.0,1962.0,M,M,unknown,Shark,1.8
1962.03.25.a,Boat,Australia,New South Wales,Norah Head,boat of Dennis Kemp & 4 other occupants,No injury to occupants. Shark holed boat & they swam 200 yards to shore,N,2407.0,27,25-03-1962,25.0,3.0,1962.0,Unknown,M,other,Bronze Whaler Shark,4.6
1962.03.24,Unprovoked,Papua New Guinea,Madang,Matukar village ,"Kes, a native boy","FATAL, calf bitten, other leg severed below knee",Y,2406.0,10,24-03-1962,24.0,3.0,1962.0,M,M,swimming,Possibly A Bronze Whaler Shark,Unknown
1962.02.23,Unprovoked,Papua New Guinea,Central Province,FishermanÃÂÃÂÃÂÃÂs Island near Port Moresby,Hitola Hekure,Torso lacerated,N,2405.0,27,23-02-1962,23.0,2.0,1962.0,M,M,other,Shark,1.2
1962.02.18,Provoked,New Zealand,Southland,Long Beach,Fred Mason,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",N,2404.0,15,18-02-1962,18.0,2.0,1962.0,M,M,swimming,Shark,1.8
1962.02.15,Unprovoked,Australia,Queensland,Between SmithÃÂÃÂÃÂÃÂs Rock & Moreton Island,John Hansen,Middle finger of right hand lacerated,N,2403.0,27,15-02-1962,15.0,2.0,1962.0,M,M,other,Shark,3.7
1962.02.07,Unprovoked,South Africa,KwaZulu-Natal,Winkelspruit,Clifford Hoogvorst,"FATAL, calf bitten twice",Y,2402.0,22,07-02-1962,7.0,2.0,1962.0,M,M,swimming,Unknown,Unknown
1962.02.05,Unprovoked,South Africa,KwaZulu-Natal,Winkelspruit,Reece Nielsen,"FATAL, tissue removed from thigh, femoral artery severed ",Y,2401.0,13,05-02-1962,5.0,2.0,1962.0,M,M,standing/wading,White Shark,3.0
1962.02.04,Unprovoked,Australia,Queensland,Greenmount Beach,Lance Maloney,Shin bitten,N,2400.0,35,04-02-1962,4.0,2.0,1962.0,M,M,swimming,Cm  Shark,Unknown
1962.02.02,Boat,New Zealand,North Island,South of New Plymouth,"17' fishing launch, occupants: A. Burkitt & C. Brooke",Unknown,Unknown,2399.0,27,02-02-1962,2.0,2.0,1962.0,Unknown,M,fishing,Unknown,Unknown
1962.02.00,Unprovoked,Solomon Islands,Guadalcanal Province,"North Coast, Guadalcanal Island","Mr. Loloi, a constable","FATAL, shoulder & thigh bitten ",Y,2398.0,27,01-02-1962,1.0,2.0,1962.0,M,M,other,Unknown,Unknown
1962.01.27,Unprovoked,New Zealand,South Island,Oreti Beach,Norman McEwan,"Left hand injured: gash on back of hand, toothmarks on palm",N,2397.0,18,27-01-1962,27.0,1.0,1962.0,M,M,other,Shark,1.5
1962.01.26,Unprovoked,Mozambique,Gaza,Praia Sepulveda,Domingos Zefanias Cumbe,Unknown,Unknown,2396.0,16,26-01-1962,26.0,1.0,1962.0,M,M,unknown,Unknown,Unknown
1962.01.21,Provoked,Australia,New South Wales,Cronulla,Robert Smith,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N,2395.0,19,21-01-1962,21.0,1.0,1962.0,M,M,fishing,Bronze Whaler Shark,3.0
1962.01.18,Invalid,South Africa,KwaZulu-Natal,Margate,Jacobus Vermaak,Possible drowning / post mortem scavenging,Y,2394.0,40,18-01-1962,18.0,1.0,1962.0,M,M,other,Zambesi Shark,Unknown
1962.01.16,Provoked,New Zealand,South Island,"Pigeon Bay, Canterbury",Mr. Reynish & Mr. Meikle,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",N,2393.0,27,16-01-1962,16.0,1.0,1962.0,Unknown,M,fishing,Red Shark,4.9
1962.01.15,Unprovoked,New Zealand,North Island,"Slipper Island, Coromandel Peninsula",John Till,Shark struck him on shoulder injuring skin under suit,N,2392.0,44,15-01-1962,15.0,1.0,1962.0,M,M,fishing,Unknown,Unknown
1962.01.14.c,Unprovoked,United States,California,Farallon Islands,"Floyd Pair, Jr.",Buttock bitten & major leg wound,N,2391.0,29,14-01-1962,14.0,1.0,1962.0,M,M,other,White Shark,4.0
1962.01.14.b,Provoked,Australia,New South Wales,"Long Reef, North Manly",boat of Wally Gibbons,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N,2390.0,27,14-01-1962,14.0,1.0,1962.0,Unknown,M,fishing,Grey Nurse Shark,3.0
1962.01.14.a,Unprovoked,Australia,New South Wales,"Lennox Head, Ballina",Gary Raymond Hiscocks,Dorsum of foot lacerated & toe severed,N,2389.0,19,14-01-1962,14.0,1.0,1962.0,M,M,surfing,Shark,2.1
1962.01.11.c,Boat,Australia,South Australia,Marino,12' boat of Alf Laundy,"No injury to occupant, shark bit propeller & lifted boat several feet",N,2388.0,27,11-01-1962,11.0,1.0,1962.0,Unknown,M,fishing,Said To Involve A Grey Nurse Shark,3.7
1962.01.11.b,Unprovoked,Papua New Guinea,"10ÃÂÃÂÃÂÃÂºS, 142ÃÂÃÂÃÂÃÂºE",Jukuataia Village,Yagirua Agiramon,Left leg & buttocks bitten,N,2387.0,24,11-01-1962,11.0,1.0,1962.0,M,M,fishing,White Shark,Unknown
1962.01.11.a,Unprovoked,New Zealand,South Island,"Fairdown Beach, 5 miles north of Westport",Mrs. Beryl Grant,Right foot lacerated ,N,2386.0,54,11-01-1962,11.0,1.0,1962.0,F,F,other,Shark,Unknown
1962.01.10,Boat,Australia,South Australia,Ceduna,25-foot cutter,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,N,2385.0,27,10-01-1962,10.0,1.0,1962.0,Unknown,M,other,White Shark,Unknown
1962.01.08,Invalid,Australia,New South Wales,Lake Illawarra,William McLeod,"Remains recovered from shark, but shark involvement prior to death unconfirmed",Y,2384.0,25,08-01-1962,8.0,1.0,1962.0,M,M,swimming,Unknown,3.05
1962.01.07.b,Provoked,Australia,Queensland,Dicky Beach,Lifesavers' surf patrol boat,"No injury to occupants, shark bit 3"" piece from oar after they accidentally struck the shark PROVOKED INCIDENT",N,2383.0,27,07-01-1962,7.0,1.0,1962.0,Unknown,M,boating,Unknown,Unknown
1962.01.07.a,Unprovoked,Australia,New South Wales,Sydney,Tony Frost,"No injury, shark bumped board flipping him into the water",N,2382.0,27,07-01-1962,7.0,1.0,1962.0,M,M,surfing,Unknown,Unknown
1962.01.06,Boat,South Africa,Western Cape Province,6 km off Groot Brak River,"4.8 m  boat Peggy, occupants: John Oktober, L.A. van Zyl and 4 others",Shark rammed boat 5 times & holed it,N,2381.0,27,06-01-1962,6.0,1.0,1962.0,Unknown,M,fishing,Unknown,Unknown
1962.01.02,Provoked,Australia,New South Wales,"Seaspray, near Sale",surf patrol boat,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",N,2380.0,27,02-01-1962,2.0,1.0,1962.0,Unknown,M,fishing,Shark,2.7
1962.01.01,Unprovoked,Marshall Islands,Kwajalein Atoll,Roi-namur Island,Stanley Caberto,"2.5"" laceration on right hand",N,2379.0,57,01-01-1962,1.0,1.0,1962.0,M,M,other,Shark,1.8
1962.00.00.c,Unprovoked,Spain,Catalonia,Aigua Blava,female,Feet severed,N,2378.0,27,15-05-1905,15.0,5.0,1905.0,F,F,other,Unknown,Unknown
1962.00.00.b,Unprovoked,Indonesia,East Flores,Waewerang,9 fishermen & pregnant woman,FATAL,Y,2377.0,27,,,,1962.0,Unknown,M,unknown,Unknown,Unknown
1962.00.00.a,Unprovoked,Australia,South Australia,Dangerous Reef,Dan Argyll,Right leg bitten,N,2376.0,27,,,,1962.0,M,M,diving,Unknown,Unknown
1961.12.28.c,Unprovoked,Australia,Queensland,"Lambert's Beach, Mackay",Margaret Hobbs,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y,2375.0,18,28-12-1961,28.0,12.0,1961.0,F,F,standing/wading,Shark,3.0
1961.12.28.b,Unprovoked,Australia,Queensland,"LambertÃÂÃÂÃÂÃÂs Beach, Mackay",Martyn Steffens,"Hand bitten, surgically amputated",N,2374.0,24,28-12-1961,28.0,12.0,1961.0,M,M,standing/wading,Shark,3.0
1961.12.28.a,Unprovoked,South Africa,KwaZulu-Natal,Umhlanga Rocks,Glynn Wessels,Lower right leg & ankle bitten,N,2373.0,18,28-12-1961,28.0,12.0,1961.0,M,M,standing/wading,Zambesi Shark,Unknown
1961.12.27,Provoked,Australia,Western Australia,"North of main swimming area in Waterman's Bay Beach, Perth",John Parker  ,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",N,2372.0,23,27-12-1961,27.0,12.0,1961.0,M,M,fishing,Grey Nurse Shark,2.4
1961.12.19,Boat,Australia,South Australia,Cowell,20' boat of Frank Stocker,No injury to occupant; shark leapt into boat,N,2371.0,27,19-12-1961,19.0,12.0,1961.0,Unknown,M,other,Shark,2.7
1961.12.18.b,Unprovoked,Mozambique,Gaza,Praia Sepulveda,Gaspar Rodrigues Correia,His left leg was severely bitten,N,2370.0,20,18-12-1961,18.0,12.0,1961.0,M,M,swimming,Unknown,Unknown
1961.12.18.a,Unprovoked,Australia,Queensland,Noosa Heads,John Grayson Andrews,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y,2369.0,22,18-12-1961,18.0,12.0,1961.0,M,M,other,Shark,3.0
1961.12.13,Unprovoked,Australia,Torres Strait,"Horn Island, near Thursday Island","George ÃÂÃÂÃÂÃÂJimmyÃÂÃÂÃÂÃÂ Stevens, aborgine from the lugger Rebecca",Right thigh and leg lacerated,N,2368.0,17,13-12-1961,13.0,12.0,1961.0,M,M,other,Shark,1.8
1961.11.14,Invalid,Mexico,Guerrrero,Northwest of Acapulco,,"Bodies of  hurricane victims bitten by shoals of sharks, post mortem scavenging",Y,2367.0,27,14-11-1961,14.0,11.0,1961.0,Unknown,M,unknown,Unknown,Unknown
1961.10.27,Unprovoked,Philippines,Western Luzon Island,Manila Bay,fisherman,Right leg severed,N,2366.0,27,17-10-1961,17.0,10.0,1961.0,M,M,other,Unknown,Unknown
1961.10.09,Invalid,United States,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",Alfred Haen,"Skeletonized, but shark involvement may have occurred after death.",Y,2365.0,45,09-10-1961,9.0,10.0,1961.0,M,M,swimming,Unknown,Unknown
1961.10.00.b,Boat,Vanuatu,Shefa Province, Lelepa Island,male from Lelepa Island,"No injury to occupant, canoe  bitten & overturned by shark",N,2364.0,27,01-10-1961,1.0,10.0,1961.0,M,M,other,Two Shark,Unknown
1961.10.00.a,Unprovoked,United States,Florida,"Boca Raton, Palm Beach County",Jacob Horn,"FATAL. His body washed ashore, presumed shark attack",Y,2363.0,45,01-10-1961,1.0,10.0,1961.0,M,M,unknown,Unknown,Unknown
1961.09.26,Provoked,United States,Florida,"Florida Keys, Monroe County",Paul Walter,Foot & lower leg abraded and lacerated when he kicked the shark PROVOKED INCIDENT,N,2362.0,16,26-09-1961,26.0,9.0,1961.0,M,M,unknown,Unknown,Unknown
1961.09.24.b,Unprovoked,Croatia,Primorje-Gorski Kotar County ,"Opatija, northwestern coast of Rijeka Bay",Sabit Plana,"FATAL, hand severed & legs bitten  ",Y,2361.0,19,24-09-1961,24.0,9.0,1961.0,M,M,swimming,White Shark,Unknown
1961.09.24.a,Provoked,Tanzania,Unknown,Near entrance to Dar-es-Salaam Harbour,Yusef Mohamed,PROVOKED INCIDENT Right hand severed by hooked shark,N,2360.0,42,24-09-1961,24.0,9.0,1961.0,M,M,fishing,Unknown,Unknown
1961.09.23,Unprovoked,Mid Atlantic Ocean,165  miles from Bermuda,Unknown,Patrick Imhof,Right shoulder blade  & back lacerated,N,2359.0,22,23-09-1961,23.0,9.0,1961.0,M,M,other,Unknown,Unknown
1961.09.07,Unprovoked,Persian Gulf,25 km off the coast of Iran & 483km from mouth of Persian Gulf,Khark Island,I. Padden,"3"" cut on sole of foot",N,2358.0,27,07-09-1961,7.0,9.0,1961.0,M,M,other,Shark,1.5
1961.09.02.R,Provoked,Italy,Venice Province, Chioggia,Pollione Perrini & Fioravante Perini ,Left foot & right hand bitten by netted shark PROVOKED INCIDENT,N,2357.0,27,06-09-1961,6.0,9.0,1961.0,M,M,fishing,Unknown,1.0
1961.09.06,Invalid,Australia,Western Australia,Broome,a sailor from the Fukuichi Maru,Shark involvement prior to death priunconfirmed,Y,2356.0,27,06-09-1961,6.0,9.0,1961.0,Unknown,M,other,Unknown,Unknown
1961.08.20,Unprovoked,United States,California,"Portuguese Beach at mouth of Salmon Creek, Sonoma County",David Vogensen,"Foot, leg  & groin lacerated",N,2355.0,16,20-08-1961,20.0,8.0,1961.0,M,M,swimming,White Shark,4.0
1961.08.16,Unprovoked,United States,South Carolina,"PawleyÃÂÃÂÃÂÃÂs Island, Georgetown County",William Lee Bailey,"Right arm bitten. Left leg bitten, surgically amputated ",N,2354.0,19,16-08-1961,16.0,8.0,1961.0,M,M,standing/wading,White Shark,Unknown
1961.08.04,Unprovoked,Bermuda,Unknown,6 miles from shore,Robert Sato,Right hand lacerated,N,2353.0,22,04-08-1961,4.0,8.0,1961.0,M,M,fishing,Blacktip Shark,1.8
1961.08.02,Unprovoked,United States,Hawaii,"Pearl Harbor Channel, O'ahu",Kazuhiho Kato,Hand bitten,N,2352.0,38,02-08-1961,2.0,8.0,1961.0,M,M,other,Shark,2.4
1961.08.01,Provoked,Papua New Guinea,Sandaun Province,Vanimo  on Musu side of Wutong anchorage,male,Thigh lacerated PROVOKED INCIDENT,N,2351.0,27,01-08-1961,1.0,8.0,1961.0,M,M,other,Unknown,Unknown
1961.07.29,Provoked,United States,New York,Whitewood Point on Lloyd Neck in Oyster Bay,Bruno Junker,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,N,2350.0,57,29-07-1961,29.0,7.0,1961.0,M,M,fishing,Shark,Unknown
1961.07.16,Unprovoked,Turkey,Anatolia,"?nciralti Beach, ?zmir ",?brahim KaragÃÂÃÂÃÂÃÂ¶z,Left leg injured,N,2349.0,16,16-07-1961,16.0,7.0,1961.0,M,M,swimming,Unknown,Unknown
1961.07.07.b,Provoked,Australia,Queensland,Cape Moreton,"35' motor launch, occupants: Bill Fulham & T. Fanning","No injury to occupant, hooked shark bit boat's rudder PROVOKED INCIDENT",N,2348.0,27,07-07-1961,7.0,7.0,1961.0,Unknown,M,fishing,White Shark,5.2
1961.07.00.b,Unprovoked,Italy,Adriatic Sea,Riccione,Manfred Gregor,Foot bitten,N,2347.0,21,01-07-1961,1.0,7.0,1961.0,M,M,fishing,White Shark,4.5
1961.07.00.a,Provoked,Panama,Unknown,"Jarque, just south of Pi?as Bay",boy,"FATAL, hooked shark pulled him into the water PROVOKED INCIDENT",Y,2346.0,10,01-07-1961,1.0,7.0,1961.0,M,M,other,Unknown,Unknown
1961.06.24,Unprovoked,United States,Florida,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami",William  J. Dandridge,"FATAL, arm severed & left side of torso removed ",Y,2345.0,23,24-06-1961,24.0,6.0,1961.0,M,M,other,Unknown,Unknown
1961.06.18,Unprovoked,United States,Florida,"Jensen Beach, Martin County",Bill Hawkins,Lacerations to left leg,N,2344.0,25,18-06-1961,18.0,6.0,1961.0,M,M,standing/wading,Unknown,Unknown
1961.06.06.R,Boat,United States,Florida,"Ponte Vedra Beach, St. Johns County",W. Davidson,"No injury to diver or occupants of the boat, shark butted boat ",N,2343.0,27,06-06-1961,6.0,6.0,1961.0,M,M,other,Hammerhead Shark,Unknown
1961.06.02,Unprovoked,New Britain,East New Britain Province,Rabaul,male,Minor injuries to arm,N,2342.0,27,02-06-1961,2.0,6.0,1961.0,M,M,fishing,Unknown,Unknown
1961.06.01,Provoked,Papua New Guinea,"Admiralty Islands, Manus Province","Rossun, Manus",Marik-Pokas,"Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT",N,2341.0,19,01-06-1961,1.0,6.0,1961.0,M,M,other,Shark,2.7
1961.05.21,Unprovoked,United States,California,"Tomales Point, Marin County",Rodney Orr,"No injury, wetsuit bitten",N,2340.0,20,21-05-1961,21.0,5.0,1961.0,M,M,other,White Shark,Unknown
1961.05.17,Unprovoked,New Britain,East New Britain Province,Kokopo,male,Thumb & 2 fingers severed,N,2339.0,27,17-05-1961,17.0,5.0,1961.0,M,M,other,Unknown,Unknown
1961.05.15,Unprovoked,United States,Florida,"Laguna Beach, Bay County",G.L. Morris,Middle finger of left hand & right forearm lacerated,N,2338.0,52,15-05-1961,15.0,5.0,1961.0,M,M,other,Hammerhead Shark,Unknown
1961.05.07,Provoked,Australia,Western Australia,"QuinnÃÂÃÂÃÂÃÂs Rocks, south of Yanchep",Graeme Arbuckle,"No injury, speared shark hit speargun PROVOKED INCIDENT",N,2337.0,27,07-05-1961,7.0,5.0,1961.0,M,M,fishing,Unknown,Unknown
1961.04.30,Invalid,United States,Florida,Palm Beach County,Earl Brewster,Abdomen abraded,N,2336.0,10,30-04-1961,30.0,4.0,1961.0,M,M,other,Unknown,Unknown
1961.04.25,Provoked,Australia,New South Wales,"Trial Bay, north of Kempsey",John Davy & John Pierpoint,Speared shark bit Davy's ankle &  Pierpont's right leg  PROVOKED INCIDENT,N,2335.0,27,25-04-1961,25.0,4.0,1961.0,M,M,fishing,Wobbegong Shark,1.4
1961.04.21,Unprovoked,Mozambique,Gaza,"Sepulveda Beach, Xai Xai",Brian Dewar,"Multiple injuries to both hands, left leg & foot",N,2334.0,37,21-04-1961,21.0,4.0,1961.0,M,M,swimming,Zambesi Shark,Unknown
1961.04.17,Provoked,South Africa,Eastern Cape Province,Port Elizabeth Oceanarium,Kelvin Harvey,Shark bit swimfin after diver kicked shark PROVOKED INCIDENT,N,2333.0,27,17-04-1961,17.0,4.0,1961.0,M,M,diving,Captive Shark,2.0
1961.04.16.b,Unprovoked,United States,Florida,"Fowey Rock Light, Miami",Rolf Ericson,Thigh bitten,N,2332.0,22,16-04-1961,16.0,4.0,1961.0,M,M,fishing,Tiger Shark,3.0
1961.04.16.a,Provoked,Australia,New South Wales,Otford,Douglas  John Spooner,Speared shark bit his foot  PROVOKED INCIDENT,N,2331.0,21,16-04-1961,16.0,4.0,1961.0,M,M,fishing,Wobbegong Shark,1.8
1961.04.14,Unprovoked,Australia,New South Wales,10 miles off Nambucca Heads  onboard trawler,Keith Davis,Tiny cuts & bruises on neck  ,N,2330.0,40,14-04-1961,14.0,4.0,1961.0,M,M,other,Shark,1.2
1961.04.09,Unprovoked,Mozambique,Gaza,Xai Xai,Francisco Zimila,"FATAL, extensive abdominal wounds, died 4 days later  ",Y,2329.0,38,09-04-1961,9.0,4.0,1961.0,M,M,other,Zambesi Shark,Unknown
